Offset_Hex,LOD_Level,NodeType,v1,v2,v3_or_Code,MinX,MinY,MaxX,MaxY,Raw_Hex
0x1664,1,Data Node,2348,31,5114,28.414591,53.715252,28.415985,53.715584,2c0900001f0000001551e3416bdc5642f053e341c2dc5642fa130000
0x1680,1,Data Node,2468,32,5115,28.416460,53.713818,28.417900,53.714142,a409000020000000e954e341f3da5642dc57e34148db5642fb130000
0x169c,1,Data Node,3048,33,5113,28.416513,53.715088,28.416687,53.715420,e80b0000210000000555e34140dc56426055e34197dc5642f9130000
0x16b8,1,Navigation Node,3108,1,372,28.411901,53.709183,28.427237,53.716221,240c00000100000074010000934be34134d65642fb6ae34169dd5642
0x16d4,1,Cluster Header,0,13,0,0.000000,0.000000,0.000000,0.000000,000000000d0000000000000000000000000000000000000000000000
0x16f0,1,Data Node,3108,34,5113,28.416430,53.714142,28.416460,53.714157,240c000022000000d954e34148db5642e954e3414cdb5642f9130000
0x170c,1,Data Node,3252,36,5115,28.421219,53.712315,28.422827,53.712811,b40c000024000000a85ee34169d95642f361e341ebd95642fb130000
0x1728,1,Data Node,4540,37,5115,28.417900,53.713310,28.419592,53.713818,bc11000025000000dc57e3416eda5642535be341f3da5642fb130000
0x1744,1,Data Node,4600,38,5115,28.420094,53.713505,28.421741,53.713997,f8110000260000005a5ce341a1da5642ba5fe34122db5642fb130000
0x1760,1,Data Node,4660,39,5115,28.421741,53.713036,28.423347,53.713505,3412000027000000ba5fe34126da56420463e341a1da5642fb130000
0x177c,1,Data Node,4868,41,5115,28.420431,53.711235,28.422062,53.711716,04130000290000000b5de3414ed856426260e341ccd85642fb130000
0x1798,1,Data Node,5124,45,5115,28.424507,53.709724,28.427237,53.711823,041400002d0000006465e341c2d65642fb6ae341e8d85642fb130000
0x17b4,1,Data Node,9432,46,5113,28.414211,53.709183,28.416481,53.714142,d82400002e0000004e50e34134d65642f454e34148db5642f9130000
0x17d0,1,Data Node,11924,51,5115,28.417463,53.712185,28.418741,53.712582,942e000033000000f756e34147d956429559e341afd95642fb130000
0x17ec,1,Data Node,12000,52,5115,28.416061,53.712807,28.416731,53.713009,e02e0000340000001854e341ead956427755e3411fda5642fb130000
0x1808,1,Data Node,12128,53,5113,28.416378,53.714779,28.416513,53.715088,602f000035000000be54e341efdb56420555e34140dc5642f9130000
0x1824,1,Data Node,12188,54,5114,28.411901,53.715584,28.414591,53.716221,9c2f000036000000934be341c2dc56421551e34169dd5642fa130000
0x1840,2,SQT Header,,,Param:1,,,,,5351540101000000
0x1848,2,Cluster Header,0,10,0,0.000000,0.000000,0.000000,0.000000,000000000a0000000000000000000000000000000000000000000000
0x1864,2,Data Node,92,3,5114,28.415985,53.715088,28.416513,53.715252,5c00000003000000f053e34140dc56420555e3416bdc5642fa130000
0x1880,2,Data Node,152,4,5113,28.416206,53.714157,28.416430,53.714779,98000000040000006454e3414cdb5642d954e341efdb5642f9130000
0x189c,2,Data Node,2020,27,5113,28.416687,53.715420,28.417273,53.716553,e40700001b0000006055e34197dc56429356e341c0dd5642f9130000
0x18b8,2,Data Node,2348,31,5114,28.414591,53.715252,28.415985,53.715584,2c0900001f0000001551e3416bdc5642f053e341c2dc5642fa130000
0x18d4,2,Data Node,3048,33,5113,28.416513,53.715088,28.416687,53.715420,e80b0000210000000555e34140dc56426055e34197dc5642f9130000
0x18f0,2,Data Node,3108,34,5113,28.416430,53.714142,28.416460,53.714157,240c000022000000d954e34148db5642e954e3414cdb5642f9130000
0x190c,2,Data Node,9432,46,5113,28.414211,53.709183,28.416481,53.714142,d82400002e0000004e50e34134d65642f454e34148db5642f9130000
0x1928,2,Data Node,12128,53,5113,28.416378,53.714779,28.416513,53.715088,602f000035000000be54e341efdb56420555e34140dc5642f9130000
0x1944,2,Data Node,12188,54,5114,28.411901,53.715584,28.414591,53.716221,9c2f000036000000934be341c2dc56421551e34169dd5642fa130000
